,GAME_ID,TEAM_NAME,PTS,WINNER,DEFLECTIONS_RATIO,DEFLECTIONS_DIFF,CONTEST_RATE,CONTEST_RATE_2,CONTEST_RATE_3,CHARGES_RATIO,CHARGES_DIFF,SCREEN_AST_RATIO,SCREEN_AST_DIFF,SCREEN_AST_PTS_RATIO,SCREEN_AST_PTS_DIFF,LOOSE_RATIO,LOOSE_DIFFERENCE,OFF_BOXOUT_RATIO,OFF_BOXOUT_DIFF,DEF_BOXOUT_RATIO,DEF_BOXOUT_DIFF,BOXOUT_TM_RBS_RATIO,BOXOUT_TM_RBS_DIFF
229,21800115,Celtics,117,1,0.47368421052631576,-1,0.7294117647058823,0.6428571428571429,0.896551724137931,1.0,1,0.5,0,0.5384615384615384,3,0.6153846153846154,3,0.7142857142857143,3,0.47619047619047616,-2,0.5833333333333334,4
230,21800116,Pelicans,119,0,0.5833333333333334,6,0.8390804597701149,0.8653846153846154,0.8,0.0,0,0.4,-4,0.38636363636363635,-10,0.5,0,0.5,0,0.5476190476190477,4,0.5,0
231,21800116,Trail Blazers,132,1,0.4166666666666667,-6,0.6595744680851063,0.6923076923076923,0.5862068965517241,0.0,0,0.6,4,0.6136363636363636,10,0.5,0,0.5,0,0.4523809523809524,-4,0.5,0
232,21800117,Clippers,120,1,0.5416666666666666,2,0.8,0.7808219178082192,0.8823529411764706,0.0,0,0.46153846153846156,-1,0.4642857142857143,-2,0.46153846153846156,-1,0.42857142857142855,-1,0.5932203389830508,11,0.7307692307692307,12
233,21800117,Magic,95,0,0.4583333333333333,-2,0.7441860465116279,0.7,0.8461538461538461,0.0,0,0.5384615384615384,1,0.5357142857142857,2,0.5384615384615384,1,0.5714285714285714,1,0.4067796610169492,-11,0.2692307692307692,-12
234,21800118,Rockets,119,1,0.4482758620689655,-3,0.7176470588235294,0.6862745098039216,0.7647058823529411,1.0,1,0.5789473684210527,3,0.5416666666666666,4,0.5294117647058824,1,0.6666666666666666,2,0.37142857142857144,-9,0.4666666666666667,-1
235,21800118,Nets,111,0,0.5517241379310345,3,0.7469879518072289,0.7727272727272727,0.717948717948718,0.0,-1,0.42105263157894735,-3,0.4583333333333333,-4,0.47058823529411764,-1,0.3333333333333333,-2,0.6285714285714286,9,0.5333333333333333,1
236,21800119,Thunder,134,1,0.3783783783783784,-9,0.7906976744186046,0.75,0.8666666666666667,0.5,0,0.5,0,0.52,1,0.6875,6,0.2727272727272727,-5,0.49019607843137253,-1,0.44,-3
237,21800119,Wizards,111,0,0.6216216216216216,9,0.6511627906976745,0.5740740740740741,0.78125,0.5,0,0.5,0,0.48,-1,0.3125,-6,0.7272727272727273,5,0.5098039215686274,1,0.56,3
238,21800120,Pacers,107,1,0.7368421052631579,9,0.6741573033707865,0.6206896551724138,0.7741935483870968,0.0,-1,0.5555555555555556,2,0.575,6,0.5384615384615384,1,0.6,1,0.3617021276595745,-13,0.4444444444444444,-3
239,21800120,Bulls,105,0,0.2631578947368421,-9,0.6352941176470588,0.6779661016949152,0.5384615384615384,1.0,1,0.4444444444444444,-2,0.425,-6,0.46153846153846156,-1,0.4,-1,0.6382978723404256,13,0.5555555555555556,3
240,21800121,Knicks,118,1,0.5416666666666666,2,0.8024691358024691,0.6923076923076923,1.0,1.0,2,0.5882352941176471,3,0.6,8,0.5882352941176471,3,0.47058823529411764,-1,0.40816326530612246,-9,0.25,-12
241,21800121,Mavericks,106,0,0.4583333333333333,-2,0.75,0.6181818181818182,1.0,0.0,-2,0.4117647058823529,-3,0.4,-8,0.4117647058823529,-3,0.5294117647058824,1,0.5918367346938775,9,0.75,12
242,21800122,Grizzlies,110,1,0.5625,4,0.8831168831168831,0.926829268292683,0.8333333333333334,0.0,0,0.5,0,0.5,0,0.6875,6,0.5,0,0.6,9,0.5789473684210527,3
243,21800122,Jazz,100,0,0.4375,-4,0.8133333333333334,0.8163265306122449,0.8076923076923077,0.0,0,0.5,0,0.5,0,0.3125,-6,0.5,0,0.4,-9,0.42105263157894735,-3
244,21800123,Raptors,107,1,0.6896551724137931,11,0.8351648351648352,0.8615384615384616,0.7692307692307693,0.0,-1,0.4117647058823529,-3,0.475,-2,0.6190476190476191,5,0.3333333333333333,-2,0.49019607843137253,-1,0.42105263157894735,-6
245,21800123,Suns,98,0,0.3103448275862069,-11,0.691358024691358,0.6041666666666666,0.8181818181818182,1.0,1,0.5882352941176471,3,0.525,2,0.38095238095238093,-5,0.6666666666666666,2,0.5098039215686274,1,0.5789473684210527,6
246,21800124,Timberwolves,99,0,0.44,-3,0.7272727272727273,0.6851851851851852,0.7941176470588235,0.0,0,0.21428571428571427,-8,0.22857142857142856,-19,0.5263157894736842,1,0.75,2,0.3968253968253968,-13,0.34285714285714286,-11
247,21800124,Warriors,116,1,0.56,3,0.801980198019802,0.7857142857142857,0.8222222222222222,0.0,0,0.7857142857142857,8,0.7714285714285715,19,0.47368421052631576,-1,0.25,-2,0.6031746031746031,13,0.6571428571428571,11
248,21800125,Pistons,99,0,0.4074074074074074,-5,0.6376811594202898,0.675,0.5862068965517241,0.5,0,0.5384615384615384,1,0.48484848484848486,-1,0.5909090909090909,4,0.8333333333333334,4,0.57,14,0.6046511627906976,9
249,21800125,76ers,109,1,0.5925925925925926,5,0.7228915662650602,0.6792452830188679,0.8,0.5,0,0.46153846153846156,-1,0.5151515151515151,1,0.4090909090909091,-4,0.16666666666666666,-4,0.43,-14,0.3953488372093023,-9
250,21800126,Cavaliers,94,0,0.45,-2,0.7142857142857143,0.6721311475409836,0.8,0.0,0,0.5454545454545454,2,0.5370370370370371,4,0.42857142857142855,-2,0.6666666666666666,2,0.625,8,0.45454545454545453,-2
251,21800126,Hornets,126,1,0.55,2,0.7283950617283951,0.6909090909090909,0.8076923076923077,0.0,0,0.45454545454545453,-2,0.46296296296296297,-4,0.5714285714285714,2,0.3333333333333333,-2,0.375,-8,0.5454545454545454,2
252,21800127,Celtics,101,0,0.56,3,0.8488372093023255,0.8703703703703703,0.8125,1.0,2,0.4666666666666667,-1,0.4878048780487805,-1,0.45,-2,0.4,-1,0.6615384615384615,21,0.6486486486486487,11
253,21800127,Pacers,102,1,0.44,-3,0.7613636363636364,0.7380952380952381,0.782608695652174,0.0,-2,0.5333333333333333,1,0.5121951219512195,1,0.55,2,0.6,1,0.3384615384615385,-21,0.35135135135135137,-11
254,21800128,Heat,118,0,0.37142857142857144,-9,0.6931818181818182,0.625,0.8125,0.0,0,0.5909090909090909,4,0.6122448979591837,11,0.5238095238095238,1,0.6666666666666666,2,0.4927536231884058,-1,0.48148148148148145,-1
255,21800128,Hawks,123,1,0.6285714285714286,9,0.7058823529411765,0.6222222222222222,0.8,0.0,0,0.4090909090909091,-4,0.3877551020408163,-11,0.47619047619047616,-1,0.3333333333333333,-2,0.5072463768115942,1,0.5185185185185185,1
256,21800129,Rockets,96,1,0.45,-4,0.7323943661971831,0.6666666666666666,0.8695652173913043,0.0,0,1.0,2,1.0,5,0.5909090909090909,4,0.42857142857142855,-1,0.3770491803278688,-15,0.37142857142857144,-9
257,21800129,Bulls,88,0,0.55,4,0.7228915662650602,0.5609756097560976,0.8809523809523809,0.0,0,0.0,-2,0.0,-5,0.4090909090909091,-4,0.5714285714285714,1,0.6229508196721312,15,0.6285714285714286,9
258,21800130,Pelicans,95,0,0.6086956521739131,5,0.7291666666666666,0.7397260273972602,0.6956521739130435,0.0,-1,0.5,0,0.4838709677419355,-1,0.3,-8,0.42857142857142855,-2,0.45,-4,0.35714285714285715,-8
259,21800130,Spurs,109,1,0.391304347826087,-5,0.7402597402597403,0.7857142857142857,0.6190476190476191,1.0,1,0.5,0,0.5161290322580645,1,0.7,8,0.5714285714285714,2,0.55,4,0.6428571428571429,8
260,21800131,Jazz,88,0,0.5714285714285714,5,0.6987951807228916,0.6181818181818182,0.8571428571428571,0.0,-1,0.2222222222222222,-10,0.225,-22,0.5652173913043478,3,0.42857142857142855,-1,0.4426229508196721,-7,0.3953488372093023,-9
261,21800131,Nuggets,103,1,0.42857142857142855,-5,0.7283950617283951,0.68,0.8064516129032258,1.0,1,0.7777777777777778,10,0.775,22,0.43478260869565216,-3,0.5714285714285714,1,0.5573770491803278,7,0.6046511627906976,9
262,21800132,Lakers,114,1,0.4583333333333333,-2,0.6923076923076923,0.6666666666666666,0.7428571428571429,0.0,0,0.5172413793103449,1,0.532258064516129,4,0.5,0,0.3333333333333333,-5,0.42857142857142855,-8,0.4594594594594595,-3
263,21800132,Trail Blazers,110,0,0.5416666666666666,2,0.7558139534883721,0.7384615384615385,0.8095238095238095,0.0,0,0.4827586206896552,-1,0.46774193548387094,-4,0.5,0,0.6666666666666666,5,0.5714285714285714,8,0.5405405405405406,3
264,21800133,Kings,109,0,0.5555555555555556,3,0.7684210526315789,0.717948717948718,0.8035714285714286,0.0,0,0.42857142857142855,-2,0.4166666666666667,-6,0.5625,2,0.375,-2,0.40350877192982454,-11,0.32558139534883723,-15
265,21800133,Bucks,144,1,0.4444444444444444,-3,0.8,0.7796610169491526,0.8333333333333334,0.0,0,0.5714285714285714,2,0.5833333333333334,6,0.4375,-2,0.625,2,0.5964912280701754,11,0.6744186046511628,15
266,21800134,76ers,97,0,0.4482758620689655,-3,0.7428571428571429,0.6753246753246753,0.9285714285714286,0.5,0,0.5,0,0.4915254237288136,-1,0.3333333333333333,-5,1.0,1,0.42857142857142855,-7,0.48,-1
267,21800134,Nets,122,1,0.5517241379310345,3,0.6923076923076923,0.6666666666666666,0.75,0.5,0,0.5,0,0.5084745762711864,1,0.6666666666666666,5,0.0,-1,0.5714285714285714,7,0.52,1
268,21800135,Knicks,95,0,0.40540540540540543,-7,0.7108433734939759,0.631578947368421,0.8846153846153846,0.0,-2,0.8181818181818182,7,0.8181818181818182,14,0.4090909090909091,-4,0.375,-2,0.4067796610169492,-11,0.3939393939393939,-7
269,21800135,Wizards,108,1,0.5945945945945946,7,0.6774193548387096,0.6363636363636364,0.7777777777777778,1.0,2,0.18181818181818182,-7,0.18181818181818182,-14,0.5909090909090909,4,0.625,2,0.5932203389830508,11,0.6060606060606061,7
270,21800136,Grizzlies,100,0,0.53125,2,0.84375,0.75,0.9375,1.0,2,0.5,0,0.47619047619047616,-2,0.625,4,0.5,0,0.5849056603773585,9,0.44,-3
271,21800136,Suns,102,1,0.46875,-2,0.6842105263157895,0.660377358490566,0.7391304347826086,0.0,-2,0.5,0,0.5238095238095238,2,0.375,-4,0.5,0,0.41509433962264153,-9,0.56,3
272,21800137,Magic,117,1,0.5,0,0.7045454545454546,0.6981132075471698,0.7142857142857143,0.0,0,0.5,0,0.47540983606557374,-3,0.6428571428571429,4,0.25,-2,0.4166666666666667,-8,0.4375,-4
273,21800137,Spurs,110,0,0.5,0,0.6153846153846154,0.6101694915254238,0.625,0.0,0,0.5,0,0.5245901639344263,3,0.35714285714285715,-4,0.75,2,0.5833333333333334,8,0.5625,4
274,21800138,Timberwolves,81,0,0.6,7,0.7790697674418605,0.7758620689655172,0.7857142857142857,1.0,1,0.4666666666666667,-1,0.47058823529411764,-2,0.5333333333333333,1,0.25,-6,0.5116279069767442,1,0.42424242424242425,-5
275,21800138,Trail Blazers,111,1,0.4,-7,0.7956989247311828,0.8412698412698413,0.7,0.0,-1,0.5333333333333333,1,0.5294117647058824,2,0.4666666666666667,-1,0.75,6,0.4883720930232558,-1,0.5757575757575758,5
276,21800139,Raptors,121,1,0.5,0,0.7647058823529411,0.7049180327868853,0.9166666666666666,1.0,2,0.5,0,0.5862068965517241,5,0.7058823529411765,7,1.0,6,0.5217391304347826,2,0.5384615384615384,2
277,21800139,Lakers,107,0,0.5,0,0.5714285714285714,0.5555555555555556,0.6,0.0,-2,0.5,0,0.41379310344827586,-5,0.29411764705882354,-7,0.0,-6,0.4782608695652174,-2,0.46153846153846156,-2
278,21800140,Heat,120,1,0.6052631578947368,8,0.7238095238095238,0.7285714285714285,0.7142857142857143,0.6666666666666666,1,0.5333333333333333,1,0.5454545454545454,3,0.5652173913043478,3,0.2857142857142857,-3,0.7142857142857143,24,0.5806451612903226,5
279,21800140,Pistons,115,0,0.39473684210526316,-8,0.7448979591836735,0.7014925373134329,0.8387096774193549,0.3333333333333333,-1,0.4666666666666667,-1,0.45454545454545453,-3,0.43478260869565216,-3,0.7142857142857143,3,0.2857142857142857,-24,0.41935483870967744,-5
280,21800141,Rockets,98,1,0.5,0,0.6933333333333334,0.6382978723404256,0.7857142857142857,0.0,0,0.5,0,0.5,0,0.5294117647058824,1,0.5,0,0.5166666666666667,2,0.48484848484848486,-1
281,21800141,Pacers,94,0,0.5,0,0.8289473684210527,0.6896551724137931,0.9148936170212766,0.0,0,0.5,0,0.5,0,0.47058823529411764,-1,0.5,0,0.48333333333333334,-2,0.5151515151515151,1
282,21800142,Cavaliers,100,0,0.5555555555555556,3,0.6551724137931034,0.6226415094339622,0.7058823529411765,0.0,0,0.6153846153846154,6,0.5901639344262295,11,0.42857142857142855,-2,0.36363636363636365,-3,0.660377358490566,17,0.6,7
283,21800142,Magic,102,1,0.4444444444444444,-3,0.6625,0.7192982456140351,0.5217391304347826,0.0,0,0.38461538461538464,-6,0.4098360655737705,-11,0.5714285714285714,2,0.6363636363636364,3,0.33962264150943394,-17,0.4,-7
284,21800143,Bulls,116,1,0.5294117647058824,2,0.6792452830188679,0.625,0.8461538461538461,1.0,1,0.5909090909090909,4,0.6170212765957447,11,0.52,1,0.375,-2,0.6842105263157895,21,0.6666666666666666,11
285,21800143,Knicks,115,0,0.47058823529411764,-2,0.7473684210526316,0.6923076923076923,0.8666666666666667,0.0,-1,0.4090909090909091,-4,0.3829787234042553,-11,0.48,-1,0.625,2,0.3157894736842105,-21,0.3333333333333333,-11
286,21800144,Pelicans,116,0,0.375,-8,0.6774193548387096,0.6515151515151515,0.7407407407407407,0.0,-1,0.5384615384615384,1,0.5517241379310345,3,0.4782608695652174,-1,0.5,0,0.6170212765957447,11,0.5217391304347826,1
287,21800144,Thunder,122,1,0.625,8,0.7738095238095238,0.7818181818181819,0.7586206896551724,1.0,1,0.46153846153846156,-1,0.4482758620689655,-3,0.5217391304347826,1,0.5,0,0.3829787234042553,-11,0.4782608695652174,-1
288,21800145,Celtics,107,0,0.5517241379310345,3,0.7555555555555555,0.7142857142857143,0.8235294117647058,0.0,-1,0.07142857142857142,-12,0.06451612903225806,-27,0.3888888888888889,-4,0.2,-6,0.5909090909090909,8,0.5238095238095238,1
289,21800145,Nuggets,115,1,0.4482758620689655,-3,0.7931034482758621,0.7321428571428571,0.9032258064516129,1.0,1,0.9285714285714286,12,0.9354838709677419,27,0.6111111111111112,4,0.8,6,0.4090909090909091,-8,0.47619047619047616,-1
290,21800146,Raptors,124,1,0.5294117647058824,2,0.6976744186046512,0.6363636363636364,0.8064516129032258,0.0,0,0.46153846153846156,-1,0.46875,-2,0.42105263157894735,-3,0.3333333333333333,-1,0.75,18,0.7857142857142857,8
291,21800146,Jazz,111,0,0.47058823529411764,-2,0.7674418604651163,0.8301886792452831,0.6666666666666666,0.0,0,0.5384615384615384,1,0.53125,2,0.5789473684210527,3,0.6666666666666666,1,0.25,-18,0.21428571428571427,-8
292,21800147,Grizzlies,101,0,0.4642857142857143,-2,0.8518518518518519,0.8070175438596491,0.9583333333333334,1.0,1,0.25,-10,0.2765957446808511,-21,0.5882352941176471,3,0.3333333333333333,-2,0.6197183098591549,17,0.5675675675675675,5
293,21800147,Warriors,117,1,0.5357142857142857,2,0.8554216867469879,0.8035714285714286,0.9629629629629629,0.0,-1,0.75,10,0.723404255319149,21,0.4117647058823529,-3,0.6666666666666666,2,0.38028169014084506,-17,0.43243243243243246,-5
294,21800148,Timberwolves,109,0,0.5,0,0.7727272727272727,0.7719298245614035,0.7741935483870968,0.0,-1,0.5454545454545454,2,0.5102040816326531,1,0.52,1,0.6666666666666666,6,0.2926829268292683,-17,0.4166666666666667,-4
295,21800148,Clippers,120,1,0.5,0,0.6588235294117647,0.671875,0.6190476190476191,1.0,1,0.45454545454545453,-2,0.4897959183673469,-1,0.48,-1,0.3333333333333333,-6,0.7073170731707317,17,0.5833333333333334,4
296,21800149,Hawks,102,0,0.48148148148148145,-1,0.8260869565217391,0.8524590163934426,0.7741935483870968,1.0,1,0.4,-4,0.38636363636363635,-10,0.5714285714285714,2,0.2,-3,0.4772727272727273,-2,0.4166666666666667,-4
297,21800149,Hornets,113,1,0.5185185185185185,1,0.8,0.7454545454545455,0.9,0.0,-1,0.6,4,0.6136363636363636,10,0.42857142857142855,-2,0.8,3,0.5227272727272727,2,0.5833333333333334,4
298,21800150,Wizards,100,0,0.7142857142857143,9,0.7073170731707317,0.625,0.8235294117647058,0.0,0,0.55,2,0.5416666666666666,4,0.3333333333333333,-6,1.0,4,0.45,-4,0.3333333333333333,-4
299,21800150,Mavericks,119,1,0.2857142857142857,-9,0.8275862068965517,0.8461538461538461,0.8,0.0,0,0.45,-2,0.4583333333333333,-4,0.6666666666666666,6,0.0,-4,0.55,4,0.6666666666666666,4
300,21800151,Nets,104,1,0.6071428571428571,6,0.691358024691358,0.6785714285714286,0.72,0.0,0,0.47368421052631576,-1,0.4444444444444444,-5,0.6,3,0.5,0,0.58,8,0.5581395348837209,5
301,21800151,Suns,82,0,0.39285714285714285,-6,0.5978260869565217,0.6428571428571429,0.5277777777777778,0.0,0,0.5263157894736842,1,0.5555555555555556,5,0.4,-3,0.5,0,0.42,-8,0.4418604651162791,-5
302,21800152,Bucks,103,0,0.38095238095238093,-5,0.7142857142857143,0.7083333333333334,0.7209302325581395,0.0,0,0.2857142857142857,-12,0.31343283582089554,-25,0.4,-3,0.25,-4,0.5833333333333334,6,0.4583333333333333,-2
303,21800152,Trail Blazers,118,1,0.6190476190476191,5,0.7065217391304348,0.68,0.7380952380952381,0.0,0,0.7142857142857143,12,0.6865671641791045,25,0.6,3,0.75,4,0.4166666666666667,-6,0.5416666666666666,2
304,21800153,Thunder,95,1,0.6818181818181818,8,0.898876404494382,0.8448275862068966,1.0,0.3333333333333333,-2,0.6666666666666666,4,0.64,7,0.4375,-2,0.5833333333333334,2,0.3492063492063492,-19,0.4634146341463415,-3
305,21800153,Cavaliers,86,0,0.3181818181818182,-8,0.6309523809523809,0.6140350877192983,0.6666666666666666,0.6666666666666666,2,0.3333333333333333,-4,0.36,-7,0.5625,2,0.4166666666666667,-2,0.6507936507936508,19,0.5365853658536586,3
306,21800154,Pistons,103,1,0.5806451612903226,5,0.7241379310344828,0.6666666666666666,0.8518518518518519,0.5,0,0.2857142857142857,-9,0.26666666666666666,-21,0.44,-3,0.875,6,0.49019607843137253,-1,0.5862068965517241,5
307,21800154,Magic,96,0,0.41935483870967744,-5,0.7222222222222222,0.6415094339622641,0.8378378378378378,0.5,0,0.7142857142857143,9,0.7333333333333333,21,0.56,3,0.125,-6,0.5098039215686274,1,0.41379310344827586,-5
308,21800155,Knicks,112,1,0.5454545454545454,3,0.7282608695652174,0.6296296296296297,0.868421052631579,0.0,-3,0.75,4,0.7368421052631579,9,0.4583333333333333,-2,0.7142857142857143,3,0.3275862068965517,-20,0.45454545454545453,-3
309,21800155,Hawks,107,0,0.45454545454545453,-3,0.8441558441558441,0.9148936170212766,0.7333333333333333,1.0,3,0.25,-4,0.2631578947368421,-9,0.5416666666666666,2,0.2857142857142857,-3,0.6724137931034483,20,0.5454545454545454,3
310,21800156,Spurs,88,0,0.5882352941176471,6,0.7849462365591398,0.7540983606557377,0.84375,0.0,0,0.5,0,0.5238095238095238,2,0.2631578947368421,-9,0.5,0,0.5471698113207547,5,0.5384615384615384,2
311,21800156,Heat,95,1,0.4117647058823529,-6,0.851063829787234,0.8870967741935484,0.78125,0.0,0,0.5,0,0.47619047619047616,-2,0.7368421052631579,9,0.5,0,0.4528301886792453,-5,0.46153846153846156,-2
312,21800157,76ers,100,1,0.5,0,0.7340425531914894,0.6984126984126984,0.8064516129032258,0.0,0,0.4166666666666667,-4,0.39215686274509803,-11,0.47619047619047616,-1,0.625,2,0.5510204081632653,5,0.5172413793103449,1
313,21800157,Pacers,94,0,0.5,0,0.6962025316455697,0.5319148936170213,0.9375,0.0,0,0.5833333333333334,4,0.6078431372549019,11,0.5238095238095238,1,0.375,-2,0.4489795918367347,-5,0.4827586206896552,-1
314,21800158,Nuggets,87,0,0.5,0,0.8,0.7755102040816326,0.8571428571428571,0.0,0,0.8181818181818182,7,0.7916666666666666,14,0.5555555555555556,2,0.8,3,0.4117647058823529,-9,0.38095238095238093,-5
315,21800158,Grizzlies,89,1,0.5,0,0.7682926829268293,0.7,0.875,0.0,0,0.18181818181818182,-7,0.20833333333333334,-14,0.4444444444444444,-2,0.2,-3,0.5882352941176471,9,0.6190476190476191,5
316,21800159,Bulls,98,0,0.5,0,0.6276595744680851,0.5625,0.7666666666666667,0.6666666666666666,1,0.47368421052631576,-1,0.45454545454545453,-4,0.5,0,0.35294117647058826,-5,0.6551724137931034,9,0.7368421052631579,9
317,21800159,Pelicans,107,1,0.5,0,0.8333333333333334,0.8769230769230769,0.7419354838709677,0.3333333333333333,-1,0.5263157894736842,1,0.5454545454545454,4,0.5,0,0.6470588235294118,5,0.3448275862068966,-9,0.2631578947368421,-9
318,21800160,Mavericks,102,0,0.4,-4,0.5617977528089888,0.4423076923076923,0.7297297297297297,1.0,1,0.5625,2,0.5405405405405406,3,0.55,2,0.4,-1,0.4852941176470588,-2,0.64,7
319,21800160,Jazz,117,1,0.6,4,0.8082191780821918,0.7959183673469388,0.8333333333333334,0.0,-1,0.4375,-2,0.4594594594594595,-3,0.45,-2,0.6,1,0.5147058823529411,2,0.36,-7
320,21800161,Raptors,114,1,0.45161290322580644,-3,0.7272727272727273,0.7076923076923077,0.782608695652174,1.0,1,0.5,0,0.5185185185185185,1,0.4827586206896552,-1,0.8333333333333334,8,0.625,14,0.75,18
321,21800161,Kings,105,0,0.5483870967741935,3,0.7078651685393258,0.6792452830188679,0.75,0.0,-1,0.5,0,0.48148148148148145,-1,0.5172413793103449,1,0.16666666666666666,-8,0.375,-14,0.25,-18
322,21800162,Timberwolves,110,0,0.4,-5,0.6703296703296703,0.5964912280701754,0.7941176470588235,1.0,1,0.35714285714285715,-4,0.36363636363636365,-9,0.5833333333333334,2,0.5555555555555556,1,0.45454545454545453,-4,0.4074074074074074,-5
323,21800162,Lakers,114,1,0.6,5,0.7912087912087912,0.7254901960784313,0.875,0.0,-1,0.6428571428571429,4,0.6363636363636364,9,0.4166666666666667,-2,0.4444444444444444,-1,0.5454545454545454,4,0.5925925925925926,5
324,21800163,Rockets,80,0,0.5357142857142857,2,0.6666666666666666,0.6818181818181818,0.6486486486486487,0.0,-1,0.2857142857142857,-3,0.3125,-6,0.5238095238095238,1,0.125,-6,0.5964912280701754,11,0.5142857142857142,1
325,21800163,Thunder,98,1,0.4642857142857143,-2,0.8048780487804879,0.775,0.8333333333333334,1.0,1,0.7142857142857143,3,0.6875,6,0.47619047619047616,-1,0.875,6,0.40350877192982454,-11,0.4857142857142857,-1
326,21800164,Celtics,116,1,0.43478260869565216,-3,0.7849462365591398,0.7413793103448276,0.8571428571428571,1.0,1,0.36,-7,0.3559322033898305,-17,0.5,0,0.8333333333333334,4,0.4925373134328358,-1,0.6363636363636364,9
327,21800164,Suns,109,0,0.5652173913043478,3,0.5876288659793815,0.5833333333333334,0.5945945945945946,0.0,-1,0.64,7,0.6440677966101694,17,0.5,0,0.16666666666666666,-4,0.5074626865671642,1,0.36363636363636365,-9
328,21800165,Clippers,105,0,0.6190476190476191,5,0.7835051546391752,0.7605633802816901,0.8461538461538461,0.0,0,0.4166666666666667,-4,0.37037037037037035,-14,0.3125,-6,0.3333333333333333,-2,0.5106382978723404,1,0.4444444444444444,-2
329,21800165,Trail Blazers,116,1,0.38095238095238093,-5,0.8089887640449438,0.7878787878787878,0.8695652173913043,0.0,0,0.5833333333333334,4,0.6296296296296297,14,0.6875,6,0.6666666666666666,2,0.48936170212765956,-1,0.5555555555555556,2
330,21800166,Bucks,134,1,0.625,8,0.7931034482758621,0.7796610169491526,0.8214285714285714,0.0,-1,0.15384615384615385,-9,0.13793103448275862,-21,0.6111111111111112,4,0.75,2,0.6268656716417911,17,0.52,1
331,21800166,Warriors,111,0,0.375,-8,0.7128712871287128,0.6515151515151515,0.8285714285714286,1.0,1,0.8461538461538461,9,0.8620689655172413,21,0.3888888888888889,-4,0.25,-2,0.373134328358209,-17,0.48,-1
332,21800167,Wizards,108,0,0.5882352941176471,6,0.7093023255813954,0.6545454545454545,0.8064516129032258,0.0,0,0.42857142857142855,-2,0.45161290322580644,-3,0.5454545454545454,1,0.3333333333333333,-2,0.6,5,0.5333333333333333,1
333,21800167,Magic,117,1,0.4117647058823529,-6,0.6097560975609756,0.5454545454545454,0.7407407407407407,0.0,0,0.5714285714285714,2,0.5483870967741935,3,0.45454545454545453,-1,0.6666666666666666,2,0.4,-5,0.4666666666666667,-1
334,21800168,Hornets,132,0,0.6,5,0.6595744680851063,0.6491228070175439,0.6756756756756757,0.0,0,0.5789473684210527,3,0.6382978723404256,13,0.47619047619047616,-1,0.8571428571428571,5,0.5365853658536586,6,0.4594594594594595,-3
335,21800168,76ers,133,1,0.4,-5,0.7090909090909091,0.6428571428571429,0.825,0.0,0,0.42105263157894735,-3,0.3617021276595745,-13,0.5238095238095238,1,0.14285714285714285,-5,0.4634146341463415,-6,0.5405405405405406,3
336,21800169,Pistons,124,1,0.5789473684210527,6,0.6455696202531646,0.6274509803921569,0.6785714285714286,0.0,-1,0.5333333333333333,1,0.5714285714285714,5,0.5,0,0.8,3,0.5094339622641509,1,0.4375,-4
337,21800169,Hawks,109,0,0.42105263157894735,-6,0.6804123711340206,0.58,0.7872340425531915,1.0,1,0.4666666666666667,-1,0.42857142857142855,-5,0.5,0,0.2,-3,0.49056603773584906,-1,0.5625,4
338,21800170,Pacers,110,1,0.68,9,0.675,0.5849056603773585,0.8518518518518519,0.5,0,0.75,10,0.7045454545454546,18,0.631578947368421,5,0.0,-3,0.5945945945945946,7,0.65,6
339,21800170,Heat,102,0,0.32,-9,0.7088607594936709,0.6949152542372882,0.75,0.5,0,0.25,-10,0.29545454545454547,-18,0.3684210526315789,-5,1.0,3,0.40540540540540543,-7,0.35,-6
340,21800171,Nets,112,1,0.6666666666666666,7,0.7126436781609196,0.6956521739130435,0.7777777777777778,0.0,0,0.47058823529411764,-1,0.5263157894736842,2,0.5454545454545454,1,0.42857142857142855,-2,0.5833333333333334,8,0.5925925925925926,5
341,21800171,Nuggets,110,0,0.3333333333333333,-7,0.7159090909090909,0.6181818181818182,0.8787878787878788,0.0,0,0.5294117647058824,1,0.47368421052631576,-2,0.45454545454545453,-1,0.5714285714285714,2,0.4166666666666667,-8,0.4074074074074074,-5
342,21800172,Celtics,115,0,0.46153846153846156,-2,0.6363636363636364,0.5348837209302325,0.7647058823529411,0.0,0,0.45454545454545453,-2,0.4909090909090909,-1,0.45454545454545453,-1,0.5555555555555556,1,0.5208333333333334,2,0.41935483870967744,-5
343,21800172,Jazz,123,1,0.5384615384615384,2,0.8068181818181818,0.7777777777777778,0.8372093023255814,0.0,0,0.5454545454545454,2,0.509090909090909,1,0.5454545454545454,1,0.4444444444444444,-1,0.4791666666666667,-2,0.5806451612903226,5
344,21800173,Timberwolves,110,0,0.48,-1,0.7263157894736842,0.6984126984126984,0.78125,1.0,1,0.5,0,0.4642857142857143,-2,0.4375,-2,0.5714285714285714,1,0.54,4,0.6666666666666666,10
345,21800173,Kings,121,1,0.52,1,0.8085106382978723,0.7971014492753623,0.84,0.0,-1,0.5,0,0.5357142857142857,2,0.5625,2,0.42857142857142855,-1,0.46,-4,0.3333333333333333,-10
